,Building_Project_Name,Street_Name,Postal_District,Type,No_of_Bedrooms,Monthly_Rent,Floor_Area,Lease_Commencement_Date,Downloaded_At
8989,MILL POINT,ZION CLOSE,10,Non-landed Properties,2,"4,000",900 to 1000,Nov-19,2020-01-22 02:28:04.909942
8990,MILL POINT,ZION CLOSE,10,Non-landed Properties,2,"3,200",900 to 1000,Nov-19,2020-01-22 02:28:04.928943
8991,MILL POINT,ZION CLOSE,10,Non-landed Properties,1,"2,500",500 to 600,Nov-19,2020-01-22 02:28:04.948944
8992,MILL POINT,ZION CLOSE,10,Non-landed Properties,2,"3,500",900 to 1000,Oct-19,2020-01-22 02:28:04.970948
8993,MILL POINT,ZION CLOSE,10,Non-landed Properties,2,"3,800",900 to 1000,Oct-19,2020-01-22 02:28:04.992948
8994,MILLAGE,CHANGI ROAD,14,Non-landed Properties,1,"2,000",400 to 500,Dec-19,2020-01-22 02:28:05.183962
8995,MILLAGE,CHANGI ROAD,14,Non-landed Properties,1,"1,900",400 to 500,Dec-19,2020-01-22 02:28:05.205965
8996,MILLAGE,CHANGI ROAD,14,Non-landed Properties,2,"1,900",500 to 600,Dec-19,2020-01-22 02:28:05.232966
8997,MILLAGE,CHANGI ROAD,14,Non-landed Properties,1,"2,100",400 to 500,Nov-19,2020-01-22 02:28:05.257969
8998,MILLAGE,CHANGI ROAD,14,Non-landed Properties,2,"1,800",500 to 600,Nov-19,2020-01-22 02:28:05.281970
8999,MILLAGE,CHANGI ROAD,14,Non-landed Properties,1,"1,600",400 to 500,Oct-19,2020-01-22 02:28:05.299972
9000,MILLAGE,CHANGI ROAD,14,Non-landed Properties,1,"2,000",400 to 500,Oct-19,2020-01-22 02:28:05.319972
9001,MILLAGE,CHANGI ROAD,14,Non-landed Properties,2,"2,000",500 to 600,Oct-19,2020-01-22 02:28:05.339974
9002,MILLAGE,CHANGI ROAD,14,Non-landed Properties,1,"1,550",400 to 500,Oct-19,2020-01-22 02:28:05.360975
9003,MIMOSA PARK,MIMOSA ROAD,28,Non-landed Properties,4,"3,000",2100 to 2200,Dec-19,2020-01-22 02:28:06.484001
9004,MIMOSA PARK,MIMOSA ROAD,28,Non-landed Properties,4,"2,800",1800 to 1900,Dec-19,2020-01-22 02:28:06.530028
9005,MIMOSA PARK,MIMOSA ROAD,28,Non-landed Properties,4,"2,700",1800 to 1900,Dec-19,2020-01-22 02:28:06.563029
9006,MIMOSA PARK,MIMOSA ROAD,28,Non-landed Properties,4,"2,800",1800 to 1900,Dec-19,2020-01-22 02:28:06.577007
9007,MIMOSA PARK,MIMOSA CRESCENT,28,Non-landed Properties,4,"2,600",1700 to 1800,Nov-19,2020-01-22 02:28:06.591010
9008,MIMOSA TERRACE,MIMOSA TERRACE,28,Terrace House,na*,"3,600",2000 to 2500,Dec-19,2020-01-22 02:28:07.556246
9009,MIMOSA VALE,MIMOSA VALE,28,Terrace House,na*,"3,300",2000 to 2500,Nov-19,2020-01-22 02:28:08.519722
9010,MIN YUAN,WATERLOO STREET,07,Non-landed Properties,3,"3,600",1400 to 1500,Oct-19,2020-01-22 02:28:09.686052
9011,MINBU COURT,MINBU ROAD,11,Non-landed Properties,3,"3,100",1200 to 1300,Nov-19,2020-01-22 02:28:10.650478
9012,MING TECK PARK,MARYLAND DRIVE,10,Semi-Detached House,na*,"7,500",4000 to 4500,Dec-19,2020-01-22 02:28:12.668015
9013,MING TECK PARK,MING TECK PARK,10,Semi-Detached House,na*,"5,800",3500 to 4000,Nov-19,2020-01-22 02:28:12.683017
9014,MING TECK PARK,MING TECK PARK,10,Semi-Detached House,na*,"4,500",3000 to 3500,Nov-19,2020-01-22 02:28:12.702017
9015,MINT RESIDENCES @ JANSEN,JANSEN ROAD,19,Non-landed Properties,2,"1,950",700 to 800,Nov-19,2020-01-22 02:28:13.652994
9016,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,2,"3,200",900 to 1000,Dec-19,2020-01-22 02:28:14.622634
9017,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,1,"2,050",500 to 600,Dec-19,2020-01-22 02:28:14.650622
9018,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"3,700",1200 to 1300,Dec-19,2020-01-22 02:28:14.672625
9019,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,1,"2,400",500 to 600,Dec-19,2020-01-22 02:28:14.707626
9020,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,1,"2,400",500 to 600,Dec-19,2020-01-22 02:28:14.732629
9021,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"4,200",1300 to 1400,Nov-19,2020-01-22 02:28:14.757631
9022,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,2,"2,800",900 to 1000,Nov-19,2020-01-22 02:28:14.781515
9023,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"4,200",1400 to 1500,Nov-19,2020-01-22 02:28:14.805793
9024,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,1,"2,300",500 to 600,Nov-19,2020-01-22 02:28:14.847105
9025,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,1,"2,400",500 to 600,Nov-19,2020-01-22 02:28:14.882085
9026,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"4,300",1200 to 1300,Nov-19,2020-01-22 02:28:14.901859
9027,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"4,500",1400 to 1500,Nov-19,2020-01-22 02:28:14.924999
9028,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,1,"2,400",500 to 600,Nov-19,2020-01-22 02:28:14.948569
9029,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,3,"4,000",1200 to 1300,Oct-19,2020-01-22 02:28:14.968571
9030,MIRAGE TOWER,KIM SENG ROAD,09,Non-landed Properties,1,"2,400",500 to 600,Oct-19,2020-01-22 02:28:14.988538
9031,MIRO,LINCOLN ROAD,11,Non-landed Properties,2,"5,200",1300 to 1400,Dec-19,2020-01-22 02:28:16.115074
9032,MIRO,LINCOLN ROAD,11,Non-landed Properties,2,"4,800",1300 to 1400,Dec-19,2020-01-22 02:28:16.151078
9033,MIRO,LINCOLN ROAD,11,Non-landed Properties,3,"6,500",1900 to 2000,Oct-19,2020-01-22 02:28:16.191080
9034,MIRO,LINCOLN ROAD,11,Non-landed Properties,2,"4,200",1300 to 1400,Oct-19,2020-01-22 02:28:16.227088
9035,MIRO,LINCOLN ROAD,11,Non-landed Properties,2,"4,800",1300 to 1400,Oct-19,2020-01-22 02:28:16.256087
9036,MIRO,LINCOLN ROAD,11,Non-landed Properties,2,"6,400",1300 to 1400,Oct-19,2020-01-22 02:28:16.273069
9037,MISTRAL PARK,JALAN ANGIN LAUT,16,Terrace House,na*,"4,563",4000 to 4500,Oct-19,2020-01-22 02:28:16.447090
9038,MISTRAL PARK,HARVEY AVENUE,16,Terrace House,na*,"3,400",2500 to 3000,Oct-19,2020-01-22 02:28:16.468091
9039,MODA,EAST COAST ROAD,15,Non-landed Properties,2,"2,800",700 to 800,Nov-19,2020-01-22 02:28:17.395232
9040,MODA,EAST COAST ROAD,15,Non-landed Properties,2,"3,100",900 to 1000,Oct-19,2020-01-22 02:28:17.417237
9041,MODENA,SIMEI STREET 4,18,Non-landed Properties,2,"2,750",900 to 1000,Dec-19,2020-01-22 02:28:18.401405
9042,MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,500",1500 to 1600,Dec-19,2020-01-22 02:28:18.450419
9043,MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,100",1400 to 1500,Dec-19,2020-01-22 02:28:18.471420
9044,MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,350",1400 to 1500,Dec-19,2020-01-22 02:28:18.493423
9045,MODENA,SIMEI STREET 4,18,Non-landed Properties,4,"4,300",1600 to 1700,Dec-19,2020-01-22 02:28:18.511422
9046,MODENA,SIMEI STREET 4,18,Non-landed Properties,4,"4,200",1600 to 1700,Dec-19,2020-01-22 02:28:18.533424
9047,MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,000",1300 to 1400,Nov-19,2020-01-22 02:28:18.556339
9048,MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,400",1400 to 1500,Nov-19,2020-01-22 02:28:18.575536
9049,MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,400",1400 to 1500,Nov-19,2020-01-22 02:28:18.594537
9050,MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,400",1400 to 1500,Oct-19,2020-01-22 02:28:18.613476
9051,MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,350",1500 to 1600,Oct-19,2020-01-22 02:28:18.632477
9052,MODENA,SIMEI STREET 4,18,Non-landed Properties,3,"3,500",1400 to 1500,Oct-19,2020-01-22 02:28:18.650479
9053,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,1,"2,500",600 to 700,Dec-19,2020-01-22 02:28:18.842929
9054,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,3,"5,900",1400 to 1500,Dec-19,2020-01-22 02:28:18.871933
9055,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"3,700",1000 to 1100,Dec-19,2020-01-22 02:28:18.892935
9056,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"3,400",800 to 900,Nov-19,2020-01-22 02:28:18.912936
9057,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,3,"4,800",1400 to 1500,Nov-19,2020-01-22 02:28:18.929937
9058,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"4,200",800 to 900,Nov-19,2020-01-22 02:28:18.947938
9059,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"3,600",800 to 900,Nov-19,2020-01-22 02:28:18.965940
9060,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"4,000",800 to 900,Nov-19,2020-01-22 02:28:18.983941
9061,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,4,"6,400",1900 to 2000,Oct-19,2020-01-22 02:28:19.000941
9062,MON JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"4,000",1000 to 1100,Oct-19,2020-01-22 02:28:19.017942
9063,MONARCHY APARTMENTS,MANDALAY ROAD,11,Non-landed Properties,3,"3,200",1300 to 1400,Dec-19,2020-01-22 02:28:20.010437
9064,MONARCHY APARTMENTS,MANDALAY ROAD,11,Non-landed Properties,3,"3,000",1300 to 1400,Dec-19,2020-01-22 02:28:20.022443
9065,MONT TIMAH,BUKIT WAY,21,Terrace House,na*,"9,500",4500 to 5000,Nov-19,2020-01-22 02:28:21.840049
9066,MONT TIMAH,BUKIT WAY,21,Terrace House,na*,"9,600",4000 to 4500,Nov-19,2020-01-22 02:28:21.862061
9067,MONTCLAIR @ WHITLEY,WHITLEY ROAD,11,Semi-Detached House,na*,"5,200",3500 to 4000,Dec-19,2020-01-22 02:28:22.063837
9068,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,2,"3,200",800 to 900,Dec-19,2020-01-22 02:28:22.319351
9069,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,2,"3,100",800 to 900,Dec-19,2020-01-22 02:28:22.351330
9070,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,1,"2,400",500 to 600,Dec-19,2020-01-22 02:28:22.370838
9071,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,2,"3,000",800 to 900,Nov-19,2020-01-22 02:28:22.391487
9072,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,2,"3,200",800 to 900,Nov-19,2020-01-22 02:28:22.411488
9073,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,3,"4,200",1100 to 1200,Nov-19,2020-01-22 02:28:22.435492
9074,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,4,"4,500",1400 to 1500,Nov-19,2020-01-22 02:28:22.461492
9075,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,2,"2,800",800 to 900,Nov-19,2020-01-22 02:28:22.481498
9076,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,2,"3,200",1000 to 1100,Nov-19,2020-01-22 02:28:22.502499
9077,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,2,"3,300",800 to 900,Oct-19,2020-01-22 02:28:22.522302
9078,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,3,"4,000",1100 to 1200,Oct-19,2020-01-22 02:28:22.542304
9079,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,3,"4,100",1100 to 1200,Oct-19,2020-01-22 02:28:22.562407
9080,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,1,"2,500",500 to 600,Oct-19,2020-01-22 02:28:22.582408
9081,MONTEBLEU,MINBU ROAD,11,Non-landed Properties,4,"4,850",1500 to 1600,Oct-19,2020-01-22 02:28:22.602057
9082,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"3,000",1300 to 1400,Dec-19,2020-01-22 02:28:22.780116
9083,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"3,600",1400 to 1500,Dec-19,2020-01-22 02:28:22.797027
9084,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"3,800",1300 to 1400,Dec-19,2020-01-22 02:28:22.814029
9085,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"3,600",1400 to 1500,Dec-19,2020-01-22 02:28:22.855036
9086,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"3,000",1300 to 1400,Dec-19,2020-01-22 02:28:22.872044
9087,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,4,"4,500",1600 to 1700,Nov-19,2020-01-22 02:28:22.892035
9088,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"3,600",1400 to 1500,Nov-19,2020-01-22 02:28:22.911036
9089,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"2,700",1200 to 1300,Nov-19,2020-01-22 02:28:22.928037
9090,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"3,800",1400 to 1500,Oct-19,2020-01-22 02:28:22.945891
9091,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-landed Properties,3,"3,350",1300 to 1400,Oct-19,2020-01-22 02:28:22.962407
9092,MONTROSA,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,100",1100 to 1200,Oct-19,2020-01-22 02:28:23.133621
9093,MONTROSA,HILLVIEW AVENUE,23,Non-landed Properties,3,"2,000",1200 to 1300,Oct-19,2020-01-22 02:28:23.164495
9094,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,4,"5,500",1700 to 1800,Dec-19,2020-01-22 02:28:23.502578
9095,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,4,"5,300",1700 to 1800,Dec-19,2020-01-22 02:28:23.547164
9096,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,2,"3,500",1200 to 1300,Dec-19,2020-01-22 02:28:23.564120
9097,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,4,"5,600",1700 to 1800,Dec-19,2020-01-22 02:28:23.581121
9098,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,4,"5,500",1700 to 1800,Dec-19,2020-01-22 02:28:23.597902
9099,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,3,"5,000",1500 to 1600,Nov-19,2020-01-22 02:28:23.619904
9100,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,2,"3,400",1200 to 1300,Nov-19,2020-01-22 02:28:23.639905
9101,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,2,"3,500",1200 to 1300,Oct-19,2020-01-22 02:28:23.658655
9102,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,4,"6,800",1900 to 2000,Oct-19,2020-01-22 02:28:23.677360
9103,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,2,"4,000",1200 to 1300,Oct-19,2020-01-22 02:28:23.694854
9104,MONTVIEW,MOUNT SINAI DRIVE,10,Non-landed Properties,4,"7,200",>3000,Oct-19,2020-01-22 02:28:23.712856
9105,MONVILLE MANSIONS,BALESTIER ROAD,12,Non-landed Properties,3,"3,200",1600 to 1700,Oct-19,2020-01-22 02:28:23.877927
9106,MOONSTONE RESIDENCES,MOONSTONE LANE,12,Non-landed Properties,3,"2,850",1200 to 1300,Dec-19,2020-01-22 02:28:24.784699
9107,MOONSTONE RESIDENCES,MOONSTONE LANE,12,Non-landed Properties,3,"2,800",1200 to 1300,Dec-19,2020-01-22 02:28:24.806705
9108,MOONSTONE RESIDENCES,MOONSTONE LANE,12,Non-landed Properties,2,"2,500",1000 to 1100,Nov-19,2020-01-22 02:28:24.821702
9109,MOONSTONE RESIDENCES,MOONSTONE LANE,12,Non-landed Properties,1,"2,000",700 to 800,Nov-19,2020-01-22 02:28:24.835703
9110,MOONSTONE ROYALE,MOONSTONE LANE,12,Non-landed Properties,2,"2,100",800 to 900,Oct-19,2020-01-22 02:28:25.070217
9111,MOONSTONE VIEW,MOONSTONE LANE,12,Non-landed Properties,1,"1,650",400 to 500,Dec-19,2020-01-22 02:28:25.262959
9112,MOONSTONE VIEW,MOONSTONE LANE,12,Non-landed Properties,2,"2,200",800 to 900,Dec-19,2020-01-22 02:28:25.279959
9113,MOONSTONE VIEW,MOONSTONE LANE,12,Non-landed Properties,2,"2,200",800 to 900,Oct-19,2020-01-22 02:28:25.297961
9114,MOONSTONE VIEW,MOONSTONE LANE,12,Non-landed Properties,2,"2,200",800 to 900,Oct-19,2020-01-22 02:28:25.312964
9115,MOUNT FABER LODGE,MOUNT FABER ROAD,04,Non-landed Properties,2,"3,100",1000 to 1100,Dec-19,2020-01-22 02:28:27.608171
9116,MOUNT FABER LODGE,MOUNT FABER ROAD,04,Non-landed Properties,5,"8,300",>3000,Dec-19,2020-01-22 02:28:27.632174
9117,MOUNT FABER LODGE,MOUNT FABER ROAD,04,Non-landed Properties,5,"6,800",>3000,Oct-19,2020-01-22 02:28:27.646204
9118,MOUNT FABER LODGE,MOUNT FABER ROAD,04,Non-landed Properties,2,"3,200",1100 to 1200,Oct-19,2020-01-22 02:28:27.661099
9119,MOUNT FABER LODGE,MOUNT FABER ROAD,04,Non-landed Properties,3,"5,700",2400 to 2500,Oct-19,2020-01-22 02:28:27.675019
9120,MOUNT FABER LODGE,MOUNT FABER ROAD,04,Non-landed Properties,3,"5,700",2500 to 2600,Oct-19,2020-01-22 02:28:27.689429
9121,MOUNT ROSIE GARDEN,GOLDHILL AVENUE,11,Non-landed Properties,3,"4,700",2400 to 2500,Oct-19,2020-01-22 02:28:28.615938
9122,MOUNT ROSIE GARDEN,GOLDHILL AVENUE,11,Non-landed Properties,na*,"3,100",1400 to 1500,Oct-19,2020-01-22 02:28:28.656955
9123,MOUNT SINAI,MOUNT SINAI AVENUE,10,Semi-Detached House,na*,"11,000",3500 to 4000,Dec-19,2020-01-22 02:28:29.969411
9124,MOUNT SINAI,MOUNT SINAI AVENUE,10,Semi-Detached House,na*,"9,500",3000 to 3500,Dec-19,2020-01-22 02:28:29.995311
9125,MOUNT SINAI,MOUNT SINAI VIEW,10,Terrace House,na*,"6,000",1500 to 2000,Oct-19,2020-01-22 02:28:30.024401
9126,MOUNT SOPHIA SUITES,SOPHIA ROAD,09,Non-landed Properties,1,"2,400",500 to 600,Dec-19,2020-01-22 02:28:31.836980
9127,MOUNT SOPHIA SUITES,SOPHIA ROAD,09,Non-landed Properties,2,"3,200",600 to 700,Dec-19,2020-01-22 02:28:31.884715
9128,MOUNT SOPHIA SUITES,SOPHIA ROAD,09,Non-landed Properties,1,"2,200",400 to 500,Nov-19,2020-01-22 02:28:31.919719
9129,MOUNT SOPHIA SUITES,SOPHIA ROAD,09,Non-landed Properties,2,"2,700",600 to 700,Oct-19,2020-01-22 02:28:31.937720
9130,MOUNT SOPHIA SUITES,SOPHIA ROAD,09,Non-landed Properties,1,"2,350",400 to 500,Oct-19,2020-01-22 02:28:31.958723
9131,MOUNT SOPHIA SUITES,SOPHIA ROAD,09,Non-landed Properties,1,"2,800",600 to 700,Oct-19,2020-01-22 02:28:31.976681
9132,MOUNT SOPHIA SUITES,SOPHIA ROAD,09,Non-landed Properties,1,"2,400",500 to 600,Oct-19,2020-01-22 02:28:31.993953
9133,MOUNT SOPHIA SUITES,SOPHIA ROAD,09,Non-landed Properties,1,"2,350",500 to 600,Oct-19,2020-01-22 02:28:32.011710
9134,MOUNTBATTEN LODGE,MOUNTBATTEN ROAD,15,Non-landed Properties,1,"1,550",300 to 400,Nov-19,2020-01-22 02:28:33.148953
9135,MOUNTBATTEN LODGE,MOUNTBATTEN ROAD,15,Non-landed Properties,1,"1,700",400 to 500,Nov-19,2020-01-22 02:28:33.159955
9136,MOUNTBATTEN SUITES,MOUNTBATTEN ROAD,15,Non-landed Properties,1,"1,900",600 to 700,Dec-19,2020-01-22 02:28:34.080952
9137,MOUNTBATTEN SUITES,MOUNTBATTEN ROAD,15,Non-landed Properties,1,"2,000",600 to 700,Oct-19,2020-01-22 02:28:34.102954
9138,MOUNTBATTEN SUITES,MOUNTBATTEN ROAD,15,Non-landed Properties,2,"3,200",1000 to 1100,Oct-19,2020-01-22 02:28:34.114955
9139,MUGLISTON HILL,MUGLISTON PARK,28,Terrace House,na*,"4,300",2000 to 2500,Oct-19,2020-01-22 02:28:34.314068
9140,MULBERRY TREE,MOULMEIN ROAD,11,Non-landed Properties,1,"2,350",400 to 500,Dec-19,2020-01-22 02:28:34.500060
9141,MULBERRY TREE,MOULMEIN ROAD,11,Non-landed Properties,2,"2,800",600 to 700,Oct-19,2020-01-22 02:28:34.512947
9142,MULBERRY TREE,MOULMEIN ROAD,11,Non-landed Properties,1,"2,100",500 to 600,Oct-19,2020-01-22 02:28:34.525948
9143,MULBERRY TREE,MOULMEIN ROAD,11,Non-landed Properties,1,"3,000",600 to 700,Oct-19,2020-01-22 02:28:34.555953
9144,MURANO,PASIR PANJANG ROAD,05,Non-landed Properties,3,"3,100",1500 to 1600,Dec-19,2020-01-22 02:28:34.887959
9145,MURANO,PASIR PANJANG ROAD,05,Non-landed Properties,2,"2,500",800 to 900,Nov-19,2020-01-22 02:28:34.899506
9146,MUTIARA CREST,JALAN MUTIARA,10,Non-landed Properties,3,"3,800",1300 to 1400,Nov-19,2020-01-22 02:28:36.024666
9147,MUTIARA VIEW,JALAN MUTIARA,10,Non-landed Properties,3,"3,400",1100 to 1200,Nov-19,2020-01-22 02:28:36.233036
9148,MUTIARA VIEW,JALAN MUTIARA,10,Non-landed Properties,3,"3,400",1100 to 1200,Nov-19,2020-01-22 02:28:36.252036
9149,MUTIARA VIEW,JALAN MUTIARA,10,Non-landed Properties,3,"3,200",1100 to 1200,Oct-19,2020-01-22 02:28:36.271038
9150,MUTIARA VIEW,JALAN MUTIARA,10,Non-landed Properties,3,"3,000",1100 to 1200,Oct-19,2020-01-22 02:28:36.290040
9151,MUTIARA VIEW,JALAN MUTIARA,10,Non-landed Properties,3,"3,150",1100 to 1200,Oct-19,2020-01-22 02:28:36.305159
9152,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,100",500 to 600,Dec-19,2020-01-22 02:28:36.504019
9153,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"2,750",800 to 900,Dec-19,2020-01-22 02:28:36.538997
9154,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,250",500 to 600,Dec-19,2020-01-22 02:28:36.584001
9155,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"3,000",800 to 900,Dec-19,2020-01-22 02:28:36.615888
9156,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"2,800",800 to 900,Dec-19,2020-01-22 02:28:36.644717
9157,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,100",500 to 600,Dec-19,2020-01-22 02:28:36.673346
9158,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,200",500 to 600,Dec-19,2020-01-22 02:28:36.701348
9159,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,180",500 to 600,Dec-19,2020-01-22 02:28:36.730350
9160,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,3,"3,300",1000 to 1100,Dec-19,2020-01-22 02:28:36.759772
9161,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,3,"3,800",1100 to 1200,Nov-19,2020-01-22 02:28:36.787265
9162,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"3,000",800 to 900,Nov-19,2020-01-22 02:28:36.819760
9163,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,3,"3,900",1000 to 1100,Nov-19,2020-01-22 02:28:36.850629
9164,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,050",600 to 700,Nov-19,2020-01-22 02:28:36.878632
9165,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"2,900",800 to 900,Nov-19,2020-01-22 02:28:36.906813
9166,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,300",700 to 800,Nov-19,2020-01-22 02:28:36.934710
9167,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,100",500 to 600,Nov-19,2020-01-22 02:28:36.964713
9168,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"3,000",1000 to 1100,Nov-19,2020-01-22 02:28:36.996010
9169,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"2,900",900 to 1000,Nov-19,2020-01-22 02:28:37.024528
9170,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,100",500 to 600,Oct-19,2020-01-22 02:28:37.057532
9171,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"2,900",800 to 900,Oct-19,2020-01-22 02:28:37.086483
9172,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,300",500 to 600,Oct-19,2020-01-22 02:28:37.119351
9173,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,200",400 to 500,Oct-19,2020-01-22 02:28:37.148355
9174,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"3,100",800 to 900,Oct-19,2020-01-22 02:28:37.180357
9175,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"3,000",900 to 1000,Oct-19,2020-01-22 02:28:37.213175
9176,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"2,800",800 to 900,Oct-19,2020-01-22 02:28:37.241176
9177,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,520",500 to 600,Oct-19,2020-01-22 02:28:37.270176
9178,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,1,"2,250",500 to 600,Oct-19,2020-01-22 02:28:37.297724
9179,MY MANHATTAN,SIMEI STREET 3,18,Non-landed Properties,2,"2,700",900 to 1000,Oct-19,2020-01-22 02:28:37.328727
9180,NADIA MANSIONS,AH HOOD ROAD,12,Non-landed Properties,2,"3,350",1400 to 1500,Nov-19,2020-01-22 02:28:38.279856
9181,NADIA MANSIONS,AH HOOD ROAD,12,Non-landed Properties,4,"3,300",2200 to 2300,Nov-19,2020-01-22 02:28:38.319926
9182,NASSIM JADE,NASSIM ROAD,10,Non-landed Properties,3,"8,666",1800 to 1900,Nov-19,2020-01-22 02:28:41.366147
